nx,quadraturetype,quadratureorder,convolutionmagnitude,convolutionwidth,rotationmagnitude,testcaseid,absL1,relL1,absL2,relL2,L1R1,L2R1,TVR1,L1R2,L2R2,TVR2,L1R3,L2R3,TVR3
50,3,2,8.0,7.0,0,1,8.96575140118944,0.8073878284959948,6.657015194996503,0.7574215447353065,456.18958167981424,14.42838965069072,0.1187783399870086,20.713218303016667,0.7787024928345788,0.49139623094257356,254.05809852265762,8.041639172269912,0.39437521190036867
50,3,2,20.0,7.0,0,1,19.64083362185255,1.7687050753710265,12.812298083286018,1.457757015958982,1158.089967101979,36.62215613562822,0.06458513377744124,192.48554685345346,6.087250401553183,0.05311446178225254,263.71200533528753,8.339305853641186,0.0019964339085365435
50,3,2,5.0,1.0,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,20.0,5.0,0,1,14.604485996839774,1.3151696614880837,9.848899512670195,1.1205876003462218,816.1127909987013,25.80782122095271,0.02685802072724508,95.9752600303402,3.041999912065919,0.1322560297718411,263.24229015792207,8.324495454537097,0.030749097720804808
50,3,2,2.0,18.0,0,1,8.593582960283552,0.7738731507080425,4.882962563664595,0.555573472422794,215.15041253465523,6.973312919478128,0.9311464986529594,79.89823947210247,3.416672246401393,3.1837346297222666,204.94172002413382,6.843294936437844,2.993945370703108
50,3,2,7.0,0.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,16.0,5.0,0,1,11.999807504047643,1.080611996645105,8.385998067561305,0.9541416722698222,647.5482752210202,20.477515091813103,0.03719186422958298,43.875337200832234,1.4308476442073443,0.23154235592978678,261.43704273953506,8.268022632711665,0.11064617326553594
50,3,2,1.5,7.0,0,1,10.096528451047101,0.9092170657729244,5.20462270363282,0.5921713038769907,51.389314889828995,2.0588135577072233,1.1367795692149514,110.42111988639823,5.057651336469141,4.736309830170772,189.4289833713645,6.614044192974275,5.22349641495075
50,3,2,0.5,1.5,0,1,19.763222226592564,1.779726468380048,9.19424240856085,1.0461020568192774,112.9612057080294,4.00025084414929,1.425866272489667,216.35832113303059,9.671115198015064,9.122537634291353,246.8481639474855,9.077956413480049,10.071211476487813
50,3,2,0.0,2.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,1.5,16.0,0,1,9.420247261583354,0.8483162916402193,5.016400677680649,0.5707557875421241,116.29627332015855,4.068385380062952,1.0682273576725114,97.42320146910936,4.338357609803634,4.098475487173744,192.85282257955723,6.6720827440386365,4.127522480453471
50,3,2,2.0,0.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,0.5,12.0,0,1,14.843369216990613,1.3366816793604652,7.19220349113458,0.8183141721533475,75.88041361822604,2.6644273950914164,1.346745114003473,158.96276179229136,7.289527484005953,6.96149062529356,215.4700231548165,7.583574937902851,7.620984626997563
50,3,2,16.0,6.0,0,1,14.986449954615646,1.3495664495131772,10.07122258046449,1.1458830633287327,842.0480316554239,26.627957055560547,0.022904213273586826,103.90379436661465,3.29154652143652,0.1284397154052508,263.3555856438552,8.328060819648098,0.024552496763336817
50,3,2,6.0,3.0,0,1,17.158719150514003,1.545184600240894,7.989285724203858,0.9090045549402411,100.21533473860288,3.478940168641803,1.388325439686844,180.71589463533286,8.25542491375858,7.846529783182637,228.2877777206652,8.175049493689256,8.70349365295755
50,3,2,0.0,5.0,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,14.0,10.0,0,1,18.15051934313491,1.6344986318251147,11.95081185206484,1.3597388782641522,1062.3100970650796,33.59346036937486,0.06635428960967182,166.2525034224546,5.259068995451896,0.09982474054676416,263.649400939198,8.337327025329955,0.007415943616364551
50,3,2,5.0,1.5,0,1,19.76322125693659,1.7797263810601573,9.194241959513544,1.0461020057275954,112.96120140444872,4.00025067082405,1.4258662480875728,216.3583076856147,9.671114667753882,9.122537156389829,246.84815705521763,9.077956062404393,10.071210973275754
50,3,2,7.0,2.5,0,1,19.375929813179003,1.7448498399005359,9.01041114883383,1.0251861128662383,111.14812455707539,3.926303585838382,1.4213145902630393,210.94739653271023,9.454129154659094,8.928062167561087,244.02160114546322,8.935995451043814,9.865958096874628
50,3,2,2.0,4.0,0,1,14.386710293496268,1.2955584270969123,6.807096663831918,0.7744975066539309,84.36485720363648,2.877976372424179,1.3174368898045268,147.5891906524804,6.887992466695607,6.576500071292393,210.38135846237353,7.385084980760795,7.306442559919558
50,3,2,10.0,1.0,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,0.5,8.0,0,1,15.632716190160538,1.4077643036804977,7.336422314648163,0.8347230943032727,90.65677295528204,3.113182181115308,1.3657329685671986,162.3006302245169,7.4934150774426085,7.147055605728044,218.16345887523076,7.7192988586781395,7.925271627951729
50,3,2,16.0,10.0,0,1,20.04766732185091,1.8053414444719018,13.062718316345746,1.4862493168177267,1188.3228857113627,37.578266768219464,0.07403190496560574,198.26750292520205,6.270291657662483,0.06994050560648596,263.71059664748935,8.339261304361358,0.0019715905664385858
50,3,2,10.0,5.0,0,1,7.783407193580191,0.7009148426188929,5.903194715500104,0.6716533956010801,373.76861710917433,11.825972728512113,0.17784213701986484,33.96320444398186,1.3579445277612499,0.6882780534811267,248.03694440775308,7.862212992278235,0.619039639362563
50,3,2,4.0,2.5,0,1,19.541150285881898,1.7597283473127507,9.088588746067634,1.0340809996474833,111.9241393824924,3.9579974735350367,1.4233510503567564,213.25063896054968,9.546390619830074,9.010798447083978,245.22427581740436,8.996239696886231,9.953396900573132
50,3,2,16.0,0.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,0.5,9.0,0,1,15.409222719158288,1.3876381703358232,7.274882935725822,0.8277212698999808,87.69252508628881,3.016975226029936,1.3594138801795068,160.70480377130667,7.416149895224933,7.075619351638478,217.13937326272023,7.67133055634835,7.8301831481958954
50,3,2,1.0,2.0,0,1,19.76213877050583,1.7796289005111658,9.193730370669323,1.046043798197447,112.95626333480445,4.00004972994051,1.4258491125196988,216.34313206250454,9.670510508932814,9.121993822000857,246.8402615183582,9.077558426903206,10.070640302131725
50,3,2,14.0,8.0,0,1,15.993445337841633,1.440248845152706,10.674489746651004,1.2145215650471175,912.5964235172701,28.858893109279833,0.029567393958127575,125.17829760526129,3.962243783712812,0.11589862486499308,263.51652200620487,8.333132291528043,0.0153556128244845
50,3,2,0.0,4.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,2.0,4.5,0,1,12.220657072644695,1.1005000401157499,5.962709818015212,0.6784249019836935,69.28373408173576,2.408304076975559,1.2368508457003626,125.80281208978977,5.923911772422003,5.636257707463432,198.54203361213317,6.919256808811632,6.253395585576516
50,3,2,4.0,14.0,0,1,8.059353060483344,0.7257644424228563,6.052283006143004,0.6886163557405681,406.61441123225086,12.88600516607307,0.4519457239393583,41.51887353287647,1.6186501708446543,1.3372136196574453,238.13344348905298,7.589445626617572,1.1018238020292994
50,3,2,7.0,6.0,0,1,7.1721738085610545,0.6458717822715598,5.469465989753807,0.6223046301517008,327.91307498650747,10.382048127409693,0.23588629831381702,42.36582983033147,1.7003908659614402,0.8683894956773889,243.05940900282184,7.717943581786851,0.8065973065195632
50,3,2,4.0,3.5,0,1,14.374106667575408,1.2944234397759309,6.805999299329606,0.7743726507700052,84.2785663590307,2.8752442794929607,1.3124022863926195,147.49850976440322,6.886402516905409,6.574625651314111,210.38924238423527,7.383910361747577,7.3042887978626325
50,3,2,4.0,4.0,0,1,10.325996754631541,0.9298812473957968,5.287845052704691,0.6016401721826984,53.684819541211844,2.0667910174914743,1.1371229879851519,112.02774685213777,5.156504902645004,4.8402467968865155,190.3160901944284,6.63985702973718,5.349929553037899
50,3,2,20.0,1.0,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,20.0,14.0,0,1,28.092546273648377,2.529802458028801,17.998246768241977,2.047803628265,1692.802903267191,53.531954514625106,0.2357032480105543,286.04478534315456,9.04615986714557,0.07607790565792416,263.7112032747036,8.339280468600828,0.00010676684513044599
50,3,2,0.0,1.5,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,6.0,5.0,0,1,5.695293109940119,0.5128750654488055,4.194898390151681,0.477286941009905,180.3954661186058,5.800138853553447,0.5038585599911469,66.13233032042339,2.7078313376516068,1.7288497615309872,218.38779758517006,7.076954887222928,1.8023355197801156
50,3,2,12.0,14.0,0,1,20.044192152365063,1.8050284969654093,13.07793096920076,1.4879801812798699,1193.2005419251577,37.732945718753534,0.11136725147126736,196.47399380112847,6.215202559197936,0.14118457267346662,263.604611521632,8.33591266853957,0.008926702250289686
50,3,2,10.0,16.0,0,1,18.864099574869723,1.6987582758836826,12.399914614786393,1.4108368701301046,1119.038880082463,35.388466568442915,0.13668611876005077,177.84816133234023,5.630395236389604,0.2240913288787329,263.2846658585654,8.325824621003704,0.023366925734932487
50,3,2,9.0,2.0,0,1,19.753472190873513,1.778848453831717,9.189634997500393,1.045577835032122,112.91670830171417,3.9984406824625376,1.4257116213792727,216.22158956373556,9.665673459091451,9.117644546760376,246.77705016603056,9.074375432961078,10.066071470459317
50,3,2,8.0,6.0,0,1,7.981916530143994,0.7187910935891313,6.044948739022114,0.6877818778597934,389.4027754313174,12.319366804925236,0.1659420067010362,31.150456110526115,1.2417329639638426,0.6457742973690225,249.3532648705129,7.9009710064391765,0.5694594392006797
50,3,2,10.0,4.0,0,1,5.811841348577466,0.523370519214784,3.9967834174119012,0.45474582546602854,142.41993008242503,4.664848577321271,0.5946465262654782,72.41815078829922,2.9830648066919987,2.085018897105266,209.32008689154458,6.883691400794405,2.204654570359434
50,3,2,1.0,4.0,0,1,16.905438587272553,1.5223760664320458,7.870545406646953,0.8954945249775772,98.87749521415353,3.4228976924661363,1.3894411214291584,177.32480389411924,8.117257078165897,7.721046289503736,226.4318552236609,8.09151133835989,8.56706483147719
50,3,2,18.0,2.5,0,1,18.78070858375943,1.6912487133031568,8.731453340883848,0.993446865226807,108.32358910001528,3.810444669654972,1.4130042867213684,202.67491231622625,9.125497463603939,8.632812736651406,239.71873516444936,8.722841967795075,9.551968790990863
50,3,2,3.0,6.0,0,1,6.712980590320604,0.6045203105715905,4.063409011183239,0.46232634897018443,76.7323914291867,2.9175935483134414,0.823629562453615,85.39690359672527,3.6165092370806704,2.9887133380193087,194.82576229948432,6.567552757729946,3.2234612543617045
50,3,2,7.0,7.0,0,1,7.946096355505201,0.7155653993083234,6.01959659794362,0.6848973632093757,387.45356826016445,12.258362175278947,0.17527989731022298,31.583510161991367,1.2592268689778878,0.6698361192121972,248.87598993121608,7.886921736004913,0.588655989899
50,3,2,14.0,1.0,0,1,19.763222334332117,1.779726478082258,9.194242458454992,1.0461020624961306,112.96120618620505,4.0002508634076515,1.4258662752010098,216.358322627188,9.671115256932975,9.122537687391521,246.8481647132931,9.077956452488458,10.071211532400266
50,3,2,12.0,2.5,0,1,19.103419343789064,1.7203096060397156,8.882134093761554,1.0105910124554767,109.86100691619177,3.8735563272658626,1.4176735987117053,207.1512782438611,9.302916783675483,8.792431880420494,242.044742887099,8.837607201239114,9.721951815659143
50,3,2,4.0,16.0,0,1,8.729716636411126,0.7861323209923355,6.539466896247913,0.744047140229503,462.72505340850205,14.657517292873973,0.4615070065023579,43.84929924770783,1.6681991799839035,1.308097928201734,240.988571371425,7.6692922828819,1.0062122548810386
50,3,2,8.0,18.0,0,1,16.763246282295274,1.5095713018108436,11.244752750568724,1.2794049208275577,990.9945068629306,31.34122324923217,0.16729617491308124,145.75154201170736,4.631438783025497,0.36280120916189496,262.1978367456144,8.291743366773572,0.07627910562203588
50,3,2,0.5,2.5,0,1,19.73536546633012,1.7772178990286553,9.180944654244831,1.0445890655881442,112.83215733415533,3.994978723640744,1.4255588161816668,215.96551409107647,9.655409333831207,9.108431690611575,246.64232135805474,9.067653148932141,10.0564097673134
