nx,quadraturetype,quadratureorder,convolutionmagnitude,convolutionwidth,rotationmagnitude,testcaseid,absL1,relL1,absL2,relL2
70,3,2,12.0,12.0,0,2,123.8771126010261270,0.3383903958814951,21.1839253093233104,0.4574792997734244
70,3,2,5.0,5.0,0,2,33.8504275974936206,0.0924679253088990,5.6321830344687012,0.1216302981237621
70,3,2,0.0,1.5,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,2.0,5.0,0,2,10.4134430931005983,0.0284460063426966,2.0586380894548726,0.0444574977441138
70,3,2,9.0,0.5,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,9.0,1.0,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,20.0,12.0,0,2,123.9224927518083206,0.3385143591130066,21.1928769688723300,0.4576726161150608
70,3,2,20.0,3.0,0,2,8.9610239763365112,0.0244784882952702,1.7288800639807145,0.0373361796509938
70,3,2,14.0,9.0,0,2,123.8700693947815523,0.3383711562229388,21.1825660356773540,0.4574499454612905
70,3,2,1.0,2.0,0,2,10.1489416956068830,0.0277234779374909,2.0721493927231047,0.0447492822678940
70,3,2,0.0,6.0,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,1.5,6.0,0,2,10.0730934236126259,0.0275162860983517,1.9972525289594891,0.0431318405383990
70,3,2,7.0,1.5,0,2,10.1497110961972155,0.0277255796798135,2.0723026131001183,0.0447525911518597
70,3,2,8.0,1.0,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,20.0,2.5,0,2,9.3878080888038227,0.0256443182193085,1.9174278817203625,0.0414079804326638
70,3,2,1.5,8.0,0,2,13.0356553787059486,0.0356090038874421,2.4447962321477426,0.0527968094694620
70,3,2,7.0,20.0,0,2,114.7589964753777139,0.3134827849381475,19.4154643276683387,0.4192883469754521
70,3,2,14.0,16.0,0,2,123.9224875809062212,0.3385143449878500,21.1928759734192091,0.4576725946176664
70,3,2,9.0,4.5,0,2,49.0731744667113006,0.1340513238182673,8.0734020685711236,0.1743498559019993
70,3,2,5.0,1.0,0,2,10.1497121149476968,0.0277255824626954,2.0723028102211809,0.0447525954088048
70,3,2,7.0,14.0,0,2,101.1920129793741410,0.2764223722458006,16.8869790582439947,0.3646842236294083
