nx,quadraturetype,quadratureorder,convolutionmagnitude,convolutionwidth,rotationmagnitude,testcaseid,absL1,relL1,absL2,relL2
70,3,5,6.0,4.0,0,2,19.6683679592404523,0.0472488901965837,7.9888876860068665,0.0270856301525343
70,3,5,14.0,7.0,0,2,86.4015695407941280,0.2075606008849107,42.2872150171505936,0.1433711313956068
70,3,5,2.0,1.5,0,2,8.4574413926221865,0.0203171264912353,4.8117885706710055,0.0163139514185022
70,3,5,7.0,3.5,0,2,11.9740878041886347,0.0287650892558454,5.3111942288943608,0.0180071429473322
70,3,5,6.0,2.0,0,2,8.4455721876481036,0.0202886133597084,4.8107234258888543,0.0163103401375877
70,3,5,3.0,3.5,0,2,7.2502854779868526,0.0174172022382947,4.4687883984428831,0.0151510391117615
70,3,5,9.0,4.5,0,2,40.9369060659073511,0.0983418341422271,15.7935779645726964,0.0535467549860437
70,3,5,14.0,5.0,0,2,71.1202089421316686,0.1708505225257459,29.2280743730705979,0.0990952487573970
70,3,5,7.0,0.5,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,1.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,12.0,4.0,0,2,36.4202788829604884,0.0874916394403479,13.8189807916123577,0.0468520546936960
70,3,5,3.0,4.0,0,2,10.3884700642320524,0.0249559944369859,5.0238574142914949,0.0170329524222641
70,3,5,9.0,20.0,0,2,98.7008353023486649,0.2371068580360166,53.6590552613016456,0.1819263685090650
70,3,5,10.0,10.0,0,2,82.0262939542145091,0.1970499720315914,38.9162170336264737,0.1319420553821085
70,3,5,7.0,4.0,0,2,22.6419843846743767,0.0543923439017030,9.1136153845804220,0.0308989217724972
70,3,5,3.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,6.0,5.0,0,2,37.0884427879465903,0.0890967549763920,14.7700316385911137,0.0500765100258997
70,3,5,8.0,3.5,0,2,13.5369047793718131,0.0325194102961478,5.6581539191210837,0.0191834796561057
70,3,5,1.0,18.0,0,2,16.2521043754941985,0.0390420749038497,7.4296919337919967,0.0251897255006402
70,3,5,8.0,3.0,0,2,7.1804281801238874,0.0172493855794342,4.5737925865715896,0.0155070466957839
70,3,5,3.0,9.0,0,2,32.9473088059914403,0.0791485993791293,14.0709329259641933,0.0477062765322567
70,3,5,8.0,6.0,0,2,64.2039345956120258,0.1542357079236717,24.4392971427727197,0.0828593152907246
70,3,5,6.0,8.0,0,2,61.3984887311716534,0.1474962466792970,23.8046072324749041,0.0807074542497961
70,3,5,10.0,0.5,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,2.0,14.0,0,2,27.2904571537220804,0.0655592683715778,12.0911545348592142,0.0409940097695915
70,3,5,8.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,5.0,3.0,0,2,7.3432371251921857,0.0176404979475013,4.5750306861656735,0.0155112443649733
70,3,5,1.5,16.0,0,2,22.2717877305849612,0.0535030285758731,9.9916979632498091,0.0338759845256613
70,3,5,6.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,7.0,14.0,0,2,74.9070666752010936,0.1799476080384165,35.9510374607162646,0.1218888714590986
70,3,5,20.0,7.0,0,2,99.2596358568761445,0.2384492523870566,53.0587454129650808,0.1798910700835472
70,3,5,10.0,4.0,0,2,31.3766214118294009,0.0753753714034418,11.8995813704511839,0.0403444975868886
70,3,5,14.0,10.0,0,2,90.8344966465998596,0.2182097247220144,48.4706088089480573,0.1643353912418753
70,3,5,16.0,3.5,0,2,25.3181158275613747,0.0608211559393173,9.6681355913966893,0.0327789743936199
70,3,5,7.0,7.0,0,2,64.9577377587376219,0.1560465527765934,25.0655673271904469,0.0849826299820063
70,3,5,4.0,2.0,0,2,8.4493922627564118,0.0202977902425951,4.8110813383760460,0.0163115536088038
70,3,5,16.0,16.0,0,2,110.7747794180486380,0.2661118299251243,66.2236621271625268,0.2245255773046520
70,3,5,9.0,2.5,0,2,8.0144976995075510,0.0192530525445502,4.7482400389028117,0.0160984956384410
70,3,5,20.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,0.0,16.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,1.0,7.0,0,2,10.4484699965994423,0.0251001309622993,5.0689991000509869,0.0171860013889038
70,3,5,18.0,9.0,0,2,99.6641022206736977,0.2394208930870315,54.5326909456584588,0.1848883544531147
70,3,5,3.0,12.0,0,2,37.4163456082603574,0.0898844687503188,15.9730171354420651,0.0541551279170537
70,3,5,4.0,3.0,0,2,7.4828770529934951,0.0179759518920999,4.5977191938122202,0.0155881677804700
70,3,5,4.0,14.0,0,2,57.0303381319639300,0.1370027340273160,22.6817433213892272,0.0769004816395081
70,3,5,20.0,20.0,0,2,123.9750555029899459,0.2978225644707916,84.0651550128194032,0.2850156100430543
70,3,5,12.0,18.0,0,2,101.7868077636361193,0.2445202221888135,60.3785715062975612,0.2047083049899966
70,3,5,2.0,8.0,0,2,21.0494566404743964,0.0505666493307731,9.2704671812365884,0.0314307141721363
70,3,5,14.0,16.0,0,2,105.2620679724353181,0.2528687637836420,61.6059297200630738,0.2088695564619577
70,3,5,0.5,4.0,0,2,7.6074502123518402,0.0182752112683817,4.5023956232203179,0.0152649814897936
70,3,5,6.0,0.5,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,3.0,20.0,0,2,57.7655137971720762,0.1387688304493783,22.9966235033403308,0.0779680555604219
70,3,5,14.0,3.5,0,2,22.5398588049734627,0.0541470098550982,8.6540438471113763,0.0293407843719274
70,3,5,9.0,6.0,0,2,68.5493022609618947,0.1646744896319142,26.9357346389966281,0.0913232698960793
70,3,5,1.0,12.0,0,2,13.0100109922367118,0.0312536648746060,5.9757234851674452,0.0202601717003184
70,3,5,1.0,2.5,0,2,8.3897895063336669,0.0201546078443673,4.8026007153441013,0.0162828007926503
70,3,5,10.0,6.0,0,2,70.8566714940804161,0.1702174322779192,29.3535668703713952,0.0995207201749964
70,3,5,7.0,5.0,0,2,42.2759112609948318,0.1015584970380227,16.5927460014143868,0.0562562648360239
70,3,5,0.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,6.0,12.0,0,2,69.2558982504113914,0.1663719297239458,28.7588718154341407,0.0975044582190566
70,3,5,5.0,14.0,0,2,67.4778375089491931,0.1621005332913438,27.4175743309905648,0.0929569055413793
70,3,5,0.5,4.5,0,2,7.3931909621955105,0.0177605009576321,4.3618770118400256,0.0147885653368840
70,3,5,14.0,18.0,0,2,110.4719512978238356,0.2653843525548315,65.7896145043712011,0.2230539765209654
70,3,5,7.0,6.0,0,2,57.4978038845878530,0.1381257167812569,21.8623511206286025,0.0741224035175003
70,3,5,1.0,10.0,0,2,12.0480865654834730,0.0289428548617334,5.6103279261729231,0.0190213297789782
70,3,5,20.0,12.0,0,2,109.6081046899534783,0.2633091527412760,64.3530720069026358,0.2181835038952224
70,3,5,4.0,1.5,0,2,8.4574393063344466,0.0203171214793919,4.8117883884075709,0.0163139508005539
70,3,5,14.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,7.0,12.0,0,2,71.9344231404888461,0.1728064914874005,32.5287916405124022,0.1102860441043646
70,3,5,5.0,2.0,0,2,8.4474737886465991,0.0202931815341986,4.8109031067902821,0.0163109493300852
70,3,5,8.0,18.0,0,2,87.8185931120902836,0.2109646856195918,46.5779031480833581,0.1579183370119625
70,3,5,12.0,1.5,0,2,8.4574309613623022,0.0203171014324478,4.8117876593516185,0.0163139483287529
70,3,5,4.0,6.0,0,2,33.4398962768396331,0.0803319314873424,13.9568624677155722,0.0473195305464714
70,3,5,12.0,7.0,0,2,82.2853409607380115,0.1976722749899429,38.2316739014279321,0.1296211713202805
70,3,5,4.0,4.0,0,2,13.4990720000274216,0.0324285254377407,5.7986969576703844,0.0196599786272112
70,3,5,1.5,0.5,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,20.0,3.0,0,2,10.9809671148089407,0.0263793371435349,5.1265027712623219,0.0173809625940251
70,3,5,8.0,2.5,0,2,8.0547750122358366,0.0193498098520430,4.7538555366227868,0.0161175344959571
70,3,5,0.0,0.5,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,9.0,14.0,0,2,86.0570868237169009,0.2067330575875952,42.7194890389739541,0.1448367189391849
70,3,5,2.0,16.0,0,2,29.6095398706284669,0.0711303500635097,13.1883445148349789,0.0447139371453066
70,3,5,1.5,18.0,0,2,23.8115665151334426,0.0572020054746646,10.8195842279450130,0.0366828610340361
70,3,5,12.0,14.0,0,2,96.7658304549772197,0.2324584382101939,51.5355030633925892,0.1747266491360022
70,3,5,2.0,10.0,0,2,23.0819695651548500,0.0554493106781903,10.1759037209506307,0.0345005181555170
70,3,5,5.0,8.0,0,2,51.8132258543428748,0.1244697793022771,20.4735665163649045,0.0694138498826172
70,3,5,14.0,14.0,0,2,100.5067916166627100,0.2414452673931978,56.8036573800867615,0.1925878689974843
70,3,5,12.0,5.0,0,2,67.1587779929307516,0.1613340635939205,25.7836455733530343,0.0874172119364138
70,3,5,16.0,3.0,0,2,8.9739871457341849,0.0215580130569574,4.8662894787402626,0.0164987320158721
70,3,5,10.0,20.0,0,2,100.6517209142120208,0.2417934278750622,57.5004942228304969,0.1949504338176502
70,3,5,0.0,18.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,14.0,3.0,0,2,8.0428511592394258,0.0193211654407672,4.7589971824695825,0.0161349667998341
70,3,5,10.0,16.0,0,2,93.9462679659052924,0.2256850649072007,50.0373315655229902,0.1696472287346563
70,3,5,7.0,20.0,0,2,87.4283817032569033,0.2100272892861680,45.5114955657802653,0.1543027746832151
70,3,5,14.0,2.5,0,2,7.8349891316899658,0.0188218230379773,4.7244204524340230,0.0160177373983909
70,3,5,1.0,3.5,0,2,7.6092929254972210,0.0182796379778703,4.5554060235875449,0.0154447086501966
70,3,5,12.0,4.5,0,2,52.3425419424548721,0.1257413437644795,20.0865751231608733,0.0681017891602093
70,3,5,18.0,4.5,0,2,69.9239487294267974,0.1679767727792612,28.0304754723587592,0.0950348936528210
70,3,5,12.0,3.0,0,2,7.2185799154784700,0.0173410366588890,4.6747844924766166,0.0158494509852489
70,3,5,8.0,8.0,0,2,70.8327271513151260,0.1701599113069626,30.1159680585857288,0.1021055752165807
70,3,5,0.5,18.0,0,2,9.3589316776475400,0.0224827568871441,4.9424689865596285,0.0167570120236899
70,3,5,8.0,9.0,0,2,71.6113725306159523,0.1720304340724968,31.6632150127411904,0.1073513816920298
70,3,5,7.0,18.0,0,2,85.8370617626365373,0.2062044961953625,42.5537907284208714,0.1442749332021790
70,3,5,5.0,1.5,0,2,8.4574382631892426,0.0203171189734670,4.8117882972757187,0.0163139504915792
70,3,5,16.0,1.0,0,2,8.4574434791537918,0.0203171315036645,4.8117887529365033,0.0163139520364576
70,3,5,7.0,10.0,0,2,70.2268796659902961,0.1687044971429958,29.7325497084333392,0.1008056285864494
70,3,5,5.0,18.0,0,2,72.2634873699523013,0.1735969952891274,33.1905764331278874,0.1125297679915775
