nx,quadraturetype,quadratureorder,convolutionmagnitude,convolutionwidth,rotationmagnitude,testcaseid,absL1,relL1,absL2,relL2,L1R1,L2R1,TVR1,L1R2,L2R2,TVR2,L1R3,L2R3,TVR3
70,3,20,0.0,0.0,0,2,445.51619658739014,17.567446860064727,316.87885510475115,17.076496017643127No data found.
