,L1,L2,cfl,convolutionmagnitude,convolutiontoscattering,convolutionwidth,dim1flag,nx,ny,periodicXflag,periodicYflag,quadratureorder,quadraturetype,rotationmagnitude,testcaseid,whichrank
0,25.42212702559531,11.092909965633705,0.95,0.5,0.0,6.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
1,17.68588833508787,7.841786117176306,0.95,1.0,0.0,12.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
2,26.762750418614115,20.291730738775176,0.95,18.0,0.0,20.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
3,18.26039860637559,14.629454020375787,0.95,12.0,0.0,20.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
4,1.875133323816034,0.5651942879663691,0.95,4.0,0.0,9.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
5,1.4792826925380231,0.26202352504164195,0.95,1.0,0.0,14.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
6,8.142108429004496,5.561160049036344,0.95,8.0,0.0,9.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
7,1.6395795046817125,0.2663957842929955,0.95,20.0,0.0,3.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
8,30.10732914601838,13.322438365388425,0.95,0.5,0.0,2.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
9,1.9678777986748397,0.364892950912342,0.95,5.0,0.0,2.5,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
10,1.9939591135858015,0.37137414255916107,0.95,0.0,0.0,20.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
11,5.091957353802917,1.9138451785393447,0.95,18.0,0.0,7.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
12,1.5757252839659435,0.44780914369188396,0.95,3.0,0.0,10.0,0.0,280.0,280.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0
13,23.51302418450731,10.012789207591883,0.95,5.0,0.0,3.5,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
14,1.187922628579492,0.2725774138597518,0.95,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,6.0,2.0,4.0,2.0,0.0
15,7.008771088433947,3.6044090215919264,0.95,9.0,0.0,4.5,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
16,13.622736709256412,5.92494602777859,0.95,2.0,0.0,7.0,0.0,200.0,200.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
