2	3	1
2	3	5
4	5	2
5	6	3
4	5	8
5	6	9
7	8	4
8	9	5
9	10	6
7	8	12
8	9	13
9	10	14
11	12	7
12	13	8
13	14	9
14	15	10
11	12	17
12	13	18
13	14	19
14	15	20
16	17	11
17	18	12
18	19	13
19	20	14
20	21	15
16	17	23
17	18	24
18	19	25
19	20	26
20	21	27
22	23	16
23	24	17
24	25	18
25	26	19
26	27	20
27	28	21
22	23	30
23	24	31
24	25	32
25	26	33
26	27	34
27	28	35
29	30	22
30	31	23
31	32	24
32	33	25
33	34	26
34	35	27
35	36	28
29	30	38
30	31	39
31	32	40
32	33	41
33	34	42
34	35	43
35	36	44
37	38	29
38	39	30
39	40	31
40	41	32
41	42	33
42	43	34
43	44	35
44	45	36
37	38	47
38	39	48
39	40	49
40	41	50
41	42	51
42	43	52
43	44	53
44	45	54
46	47	37
47	48	38
48	49	39
49	50	40
50	51	41
51	52	42
52	53	43
53	54	44
54	55	45
2	56	1
2	56	57
4	57	2
57	58	56
4	57	59
57	58	60
7	59	4
59	60	57
60	61	58
7	59	62
59	60	63
60	61	64
11	62	7
62	63	59
63	64	60
64	65	61
11	62	66
62	63	67
63	64	68
64	65	69
16	66	11
66	67	62
67	68	63
68	69	64
69	70	65
16	66	71
66	67	72
67	68	73
68	69	74
69	70	75
22	71	16
71	72	66
72	73	67
73	74	68
74	75	69
75	76	70
22	71	77
71	72	78
72	73	79
73	74	80
74	75	81
75	76	82
29	77	22
77	78	71
78	79	72
79	80	73
80	81	74
81	82	75
82	83	76
29	77	84
77	78	85
78	79	86
79	80	87
80	81	88
81	82	89
82	83	90
37	84	29
84	85	77
85	86	78
86	87	79
87	88	80
88	89	81
89	90	82
90	91	83
37	84	92
84	85	93
85	86	94
86	87	95
87	88	96
88	89	97
89	90	98
90	91	99
46	92	37
92	93	84
93	94	85
94	95	86
95	96	87
96	97	88
97	98	89
98	99	90
99	100	91
101	3	1
101	3	103
102	103	101
103	6	3
102	103	105
103	6	106
104	105	102
105	106	103
106	10	6
104	105	108
105	106	109
106	10	110
107	108	104
108	109	105
109	110	106
110	15	10
107	108	112
108	109	113
109	110	114
110	15	115
111	112	107
112	113	108
113	114	109
114	115	110
115	21	15
111	112	117
112	113	118
113	114	119
114	115	120
115	21	121
116	117	111
117	118	112
118	119	113
119	120	114
120	121	115
121	28	21
116	117	123
117	118	124
118	119	125
119	120	126
120	121	127
121	28	128
122	123	116
123	124	117
124	125	118
125	126	119
126	127	120
127	128	121
128	36	28
122	123	130
123	124	131
124	125	132
125	126	133
126	127	134
127	128	135
128	36	136
129	130	122
130	131	123
131	132	124
132	133	125
133	134	126
134	135	127
135	136	128
136	45	36
129	130	138
130	131	139
131	132	140
132	133	141
133	134	142
134	135	143
135	136	144
136	45	145
137	138	129
138	139	130
139	140	131
140	141	132
141	142	133
142	143	134
143	144	135
144	145	136
145	55	45
101	56	1
101	56	146
102	146	101
146	58	56
102	146	147
146	58	148
104	147	102
147	148	146
148	61	58
104	147	149
147	148	150
148	61	151
107	149	104
149	150	147
150	151	148
151	65	61
107	149	152
149	150	153
150	151	154
151	65	155
111	152	107
152	153	149
153	154	150
154	155	151
155	70	65
111	152	156
152	153	157
153	154	158
154	155	159
155	70	160
116	156	111
156	157	152
157	158	153
158	159	154
159	160	155
160	76	70
116	156	161
156	157	162
157	158	163
158	159	164
159	160	165
160	76	166
122	161	116
161	162	156
162	163	157
163	164	158
164	165	159
165	166	160
166	83	76
122	161	167
161	162	168
162	163	169
163	164	170
164	165	171
165	166	172
166	83	173
129	167	122
167	168	161
168	169	162
169	170	163
170	171	164
171	172	165
172	173	166
173	91	83
129	167	174
167	168	175
168	169	176
169	170	177
170	171	178
171	172	179
172	173	180
173	91	181
137	174	129
174	175	167
175	176	168
176	177	169
177	178	170
178	179	171
179	180	172
180	181	173
181	100	91
183	184	182
183	184	186
185	186	183
186	187	184
185	186	189
186	187	190
188	189	185
189	190	186
190	191	187
188	189	193
189	190	194
190	191	195
192	193	188
193	194	189
194	195	190
195	196	191
192	193	198
193	194	199
194	195	200
195	196	201
197	198	192
198	199	193
199	200	194
200	201	195
201	202	196
197	198	204
198	199	205
199	200	206
200	201	207
201	202	208
203	204	197
204	205	198
205	206	199
206	207	200
207	208	201
208	209	202
203	204	211
204	205	212
205	206	213
206	207	214
207	208	215
208	209	216
210	211	203
211	212	204
212	213	205
213	214	206
214	215	207
215	216	208
216	217	209
210	211	219
211	212	220
212	213	221
213	214	222
214	215	223
215	216	224
216	217	225
218	219	210
219	220	211
220	221	212
221	222	213
222	223	214
223	224	215
224	225	216
225	226	217
218	219	47
219	220	48
220	221	49
221	222	50
222	223	51
223	224	52
224	225	53
225	226	54
46	47	218
47	48	219
48	49	220
49	50	221
50	51	222
51	52	223
52	53	224
53	54	225
54	55	226
183	227	182
183	227	228
185	228	183
228	229	227
185	228	230
228	229	231
188	230	185
230	231	228
231	232	229
188	230	233
230	231	234
231	232	235
192	233	188
233	234	230
234	235	231
235	236	232
192	233	237
233	234	238
234	235	239
235	236	240
197	237	192
237	238	233
238	239	234
239	240	235
240	241	236
197	237	242
237	238	243
238	239	244
239	240	245
240	241	246
203	242	197
242	243	237
243	244	238
244	245	239
245	246	240
246	247	241
203	242	248
242	243	249
243	244	250
244	245	251
245	246	252
246	247	253
210	248	203
248	249	242
249	250	243
250	251	244
251	252	245
252	253	246
253	254	247
210	248	255
248	249	256
249	250	257
250	251	258
251	252	259
252	253	260
253	254	261
218	255	210
255	256	248
256	257	249
257	258	250
258	259	251
259	260	252
260	261	253
261	262	254
218	255	92
255	256	93
256	257	94
257	258	95
258	259	96
259	260	97
260	261	98
261	262	99
46	92	218
92	93	255
93	94	256
94	95	257
95	96	258
96	97	259
97	98	260
98	99	261
99	100	262
263	184	182
263	184	265
264	265	263
265	187	184
264	265	267
265	187	268
266	267	264
267	268	265
268	191	187
266	267	270
267	268	271
268	191	272
269	270	266
270	271	267
271	272	268
272	196	191
269	270	274
270	271	275
271	272	276
272	196	277
273	274	269
274	275	270
275	276	271
276	277	272
277	202	196
273	274	279
274	275	280
275	276	281
276	277	282
277	202	283
278	279	273
279	280	274
280	281	275
281	282	276
282	283	277
283	209	202
278	279	285
279	280	286
280	281	287
281	282	288
282	283	289
283	209	290
284	285	278
285	286	279
286	287	280
287	288	281
288	289	282
289	290	283
290	217	209
284	285	292
285	286	293
286	287	294
287	288	295
288	289	296
289	290	297
290	217	298
291	292	284
292	293	285
293	294	286
294	295	287
295	296	288
296	297	289
297	298	290
298	226	217
291	292	138
292	293	139
293	294	140
294	295	141
295	296	142
296	297	143
297	298	144
298	226	145
137	138	291
138	139	292
139	140	293
140	141	294
141	142	295
142	143	296
143	144	297
144	145	298
145	55	226
263	227	182
263	227	299
264	299	263
299	229	227
264	299	300
299	229	301
266	300	264
300	301	299
301	232	229
266	300	302
300	301	303
301	232	304
269	302	266
302	303	300
303	304	301
304	236	232
269	302	305
302	303	306
303	304	307
304	236	308
273	305	269
305	306	302
306	307	303
307	308	304
308	241	236
273	305	309
305	306	310
306	307	311
307	308	312
308	241	313
278	309	273
309	310	305
310	311	306
311	312	307
312	313	308
313	247	241
278	309	314
309	310	315
310	311	316
311	312	317
312	313	318
313	247	319
284	314	278
314	315	309
315	316	310
316	317	311
317	318	312
318	319	313
319	254	247
284	314	320
314	315	321
315	316	322
316	317	323
317	318	324
318	319	325
319	254	326
291	320	284
320	321	314
321	322	315
322	323	316
323	324	317
324	325	318
325	326	319
326	262	254
291	320	174
320	321	175
321	322	176
322	323	177
323	324	178
324	325	179
325	326	180
326	262	181
137	174	291
174	175	320
175	176	321
176	177	322
177	178	323
178	179	324
179	180	325
180	181	326
181	100	262
